Plate ID,Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
PV004,2024-01-26,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.28,0.49,0.63,0.69,0.67,0.56,0.42,0.28,0.14,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-01-26,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-01-27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-01-27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-01-27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-01-27,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-01-27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-01-28,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.30,0.50,0.70,0.80,0.85,0.75,0.60,0.40,0.25,0.10,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-01-28,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.17,0.33,0.55,0.77,0.88,0.94,0.83,0.66,0.44,0.28,0.11,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-01-28,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.26,0.43,0.60,0.69,0.74,0.65,0.52,0.35,0.22,0.09,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-01-28,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.40,0.67,0.93,1.06,1.13,1.00,0.80,0.53,0.33,0.13,0.07,0.00,0.00,0.00,0.00,0.00
PV005,2024-01-28,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV001,2024-01-29,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.20,0.35,0.45,0.50,0.48,0.40,0.30,0.20,0.10,0.05,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-01-29,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-01-29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.16,0.27,0.35,0.39,0.37,0.31,0.23,0.15,0.08,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-01-29,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.28,0.49,0.63,0.69,0.67,0.56,0.42,0.28,0.14,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-01-29,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-01-30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-01-30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-01-30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-01-30,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-01-30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-01-31,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.30,0.50,0.70,0.80,0.85,0.75,0.60,0.40,0.25,0.10,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-01-31,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.17,0.33,0.55,0.77,0.88,0.94,0.83,0.66,0.44,0.28,0.11,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-01-31,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.26,0.43,0.60,0.69,0.74,0.65,0.52,0.35,0.22,0.09,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-01-31,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.40,0.67,0.93,1.06,1.13,1.00,0.80,0.53,0.33,0.13,0.07,0.00,0.00,0.00,0.00,0.00
PV005,2024-01-31,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-01,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.36,0.60,0.84,0.96,1.03,0.91,0.73,0.49,0.31,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-01,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.28,0.47,0.66,0.76,0.81,0.71,0.57,0.38,0.24,0.10,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-01,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.08,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-02,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-02,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-04,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-04,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.36,0.60,0.84,0.96,1.03,0.91,0.73,0.49,0.31,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-04,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.28,0.47,0.66,0.76,0.81,0.71,0.57,0.38,0.24,0.10,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-04,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.08,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-04,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-05,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-05,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-05,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-06,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-06,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-06,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-06,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-06,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-07,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-07,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.36,0.60,0.84,0.96,1.03,0.91,0.73,0.49,0.31,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-07,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.28,0.47,0.66,0.76,0.81,0.71,0.57,0.38,0.24,0.10,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-07,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.08,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-07,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-08,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-08,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-08,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-08,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-08,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-09,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-09,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-10,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-10,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.36,0.60,0.84,0.96,1.03,0.91,0.73,0.49,0.31,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-10,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.28,0.47,0.66,0.76,0.81,0.71,0.57,0.38,0.24,0.10,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-10,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.08,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-10,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-11,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-11,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-11,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-12,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-12,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-12,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-12,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-12,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-13,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.36,0.60,0.84,0.96,1.03,0.91,0.73,0.49,0.31,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-13,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.28,0.47,0.66,0.76,0.81,0.71,0.57,0.38,0.24,0.10,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-13,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.08,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-14,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-14,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-14,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-14,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-15,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-15,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-16,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-16,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.36,0.60,0.84,0.96,1.03,0.91,0.73,0.49,0.31,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-16,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.28,0.47,0.66,0.76,0.81,0.71,0.57,0.38,0.24,0.10,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-16,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.08,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-16,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-17,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-17,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-18,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-18,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-19,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-19,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.36,0.60,0.84,0.96,1.03,0.91,0.73,0.49,0.31,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-19,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.28,0.47,0.66,0.76,0.81,0.71,0.57,0.38,0.24,0.10,0.04,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-19,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.08,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-19,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-20,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-20,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-02-20,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-02-20,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-02-20,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-02-21,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-02-21,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
